,label,sentiment
301,2,dùng rất tiện mỗi lần rửa chén xong thì cầm túi vất đi lọc rác bồn rửa chén vì_vậy sạch_sẽ không còn mắc những rác nhỏ li_ti
302,1,sản_phẩm giao nhanh chưa dùng nên chưa rõ chất_lượng cửa_hàng không che tên sản_phẩm cho khách_hàng
303,0,sách thì bị quăn mép bọc sách dán không kỹ đây là lần đầu mình mua sách trên tiki mà bị như thế_này
304,0,thực_sự không đẹp như hình nhìn hơi chán
305,2,nhỏ hơn mình nghĩ nhưng đẹp
306,2,sản_phẩm chất_lượng sạc khá tốt có tem bảo_hành và kiểm_tra đúng hàng của anker
307,0,quảng_cáo là dán được ống nước nhưng thực_tế dán không dính
308,0,đặt bộ bốn miếng dán ma giao co hai miếng dán bên hông còn gương chiếu hậu không
309,0,đặt nhầm sản_phẩm nên không hài_lòng
310,0,tôi mua giá đỡ kẹp sách mà giao cái này cho tôi là sao vậy
311,2,tuyệt_vời cứng_cáp chất_lượng vượt mong_đợi cảm_ơn cửa_hàng
312,1,vãi tạm ổn hơi thất_vọng về màu_sắc màu quá tối
313,2,siêu ngon không bị khô quá ăn kèm với sữa_chua là tuyệt_vời siêng thì trộn thêm với trái_cây nữa ạ đảm_bảo hài_lòng
314,1,dép mỏng và hơi èo_uột không được cứng_cáp nói_chung mình thấy không được như mong_đợi và chưa đáng với số tiền bỏ
315,1,bình_thường về nội_dung tạm được giao nhanh cẩn_thận
316,0,không hiệu_quả không bắt được muỗi
317,2,hàng giao nhanh không bị cong như lời đồn nó làm tui khá thích_thú nhưng nên bọc sách có miếng xốp trong hộp sẽ tốt
318,2,rất ô_kê sử_dụng tặng bạn_bè người_thân hay chơi minigame cũng
319,0,hàng bị lỗi không sử_dụng được
320,2,không hiểu sao tôi cảm_nhận đây là cuốn sách đặc_biệt nhất của nguyễn_nhật ánh cảm_giác như kết_thúc một quãng đời mướn sách ở cửa_hàng
321,0,sản_phẩm kém chất_lượng xăng có mùi nồng bất quẹt một_vài làm bị đen
322,2,ép khô dùng rất tiện dùng trong gia_đình hay quán cà_phê đều hợp_lý
323,0,quá tệ cắm vào không hỗ_trợ máy báo thiết_bị không
324,0,đo không chính_xác số cứ nhảy liên_tục
325,1,độ dính cao tuy_nhiên chỉ móc được những vật nhẹ còn mấy vật nặng thì không
326,0,bao_bì bẩn cực_kì bẩn thất_vọng
327,0,gáo mỏng_manh miệng gáo không được tròn phần cán gáo gắn vào gáo sơ_sài và có cạnh sắc thất_vọng
328,1,sao mình sạc pin sạc không nóng và đèn sáng yếu mãi vậy
329,2,ốp lưng đẹp cầm_chắc tay phù_hợp với giá tiền
330,1,chưa hài_lòng lắm về cuốn sách này mình rất hay mua sách cho con nhưng nội_dung cuốn sách này trình_bày chưa thật hấp_dẫn và đọng lại trong tâm_trí trẻ
331,2,hình_thức màu_sắc đúng như mô_tả còn chất_lượng thì phải chờ dùng hết mới biết
332,1,sách chung_chung khái_quát và khó áp_dụng
333,2,giao hàng cực nhanh luôn hôm_qua đặt mà hôm_nay đã có rồi hàng còn cực chất_lượng
334,1,chất vải không đẹp lắm kiểu_dáng thì đẹp
335,1,móc thì cũng sài được với giá này nhưng yếu không cứng_cáp như móc ngoài chợ
336,2,giao nhanh hạn sử_dụng còn lâu mua lần nào cũng yên_tâm với tiki trading
337,0,không hiểu sao hộp nhìn cũ và có cảm_giác như bị bóc ra rồi nắp nhựa bảo_vệ sản_phẩm không gắn chặt vào sản_phẩm là sao có ai bị vậy không lần đầu đặt tiki mà thất_vọng
338,2,tê hết cả người sản_phẩm đúng như quảng_cáo
339,2,hàng đẹp lắm nha cửa_hàng đóng_gói cẩn_thận giao hàng nhanh mình vẽ thử thấy màu dùng ô_kê
340,1,giao hàng hơi chậm còn lại ô_kê
341,2,sách đẹp mình mượn cô bạn quyển bìa mềm đọc xong thì mua quyển bìa cứng để lưu lâu_lâu lấy ra đọc
342,1,ăn như bột có mùi thơm gay_gắt khó ăn không ngon bằng lương_khô bay và ca cao rút kinh_nghiệm lần
343,2,tiki giao nhanh sách mới_tinh
344,2,bia ngon giao hàng nhanh_chóng giá rẻ hơn mua trực_tiếp từ vua bia
345,2,giao hàng nhanh gói đẹp hàng chưa thử nhưng nhìn đã thấy thích
346,1,không biết hàng chính hãng hay không mà em xài buổi tối sáng dậy thấy mấy con mụn chà bá ngoi lên rồi
347,0,dép gi keo dán tùm_lum lần đâu mua hang tiki thấy bắt nãn tởn
348,2,giao hàng nhanh giá rất
349,2,sách còn mới đóng_gói chắc_chắn vì mình đã mua trọn bộ tiếng anh rồi nên sách này mua chỉ vì đam_mê sưu_tập
350,2,sản_phẩm ổn sạc nhanh khá đẹp và
351,1,tôi không biết xem hạn sử_dụng sản_phẩm ở đâu và không biết liên_hệ ai bên tiki để được hướng_dẫn
352,2,bao_bì đẹp_mắt gói hàng cẩn_thận sách
353,1,hôp ban_ngày lại là màu trắng không giống như hình_ảnh hơi thất_vọng
354,0,chiều nay nhận hàng khui ra thấy gẫy như này hả
355,1,sẹo vẫn nguyên còn tiền thì hết
356,1,nhìn màu của sản_phẩm khá cũ nên mình không
357,2,hài_lòng chưa có gì phải phàn_nàn dùng lâu_dài sẽ nhận_xét
358,2,ngọn nhẹ nhạy nhìn_chung là tốt tiếc là không có mẫu màu xanh xám
359,1,nhận hàng nhanh có_điều nhựa hơi mỏng cảm_giác không chắc_chắn lắm
360,1,không dính lắm đâu treo lên rớt
361,2,ăn rất ngon độ chua_ngọt vừa_phải hộp nhãn đẹp
362,2,trước_tiên cảm_ơn quý công_ty đã cung_cấp sản_phẩm hy_vọng rằng quý công_ty cung_cấp nhiều sản_phẩm hay hơn_nữa và chính_sách giá trên website với giá điện_thoại_viên là đồng_nhất
363,2,giao hàng nhanh đóng_gói sản_phẩm cẩn_thận
364,2,phần_mềm chính hãng giá cực tốt so với mua trực_tiếp trên store của mới sẽ ủng_hộ
365,0,keo dính không chắc khi giao hàng do thanh dài nên người bán gấp đôi dẫn đến chỗ gập bị bung keo và cong vênh khi gắn vào khe cửa chỗ cong đó không nằm sát xuống sàn được nên vẫn tạo ra khe hở
366,2,giao hàng nhanh đóng_gói sản_phẩm cẩn_thận tiki sẽ luôn là lựa_chọn hàng_đầu của mình về mua hàng trực_tuyến
367,0,mới đeo mà đã có dấu_vết rách
368,2,chất_lượng khá tốt dùng hài_lòng màu trắng thi đẹp mỗi_tội dùng phải giữ không dễ bẩn_mình thích màu đen mà đợt mình mua lại không có màu đen
369,2,giao nhanh sản_phẩm đúng như hình đã đọc đánh_giá về sức gió không mạnh nên không kỳ_vọng lắm và sản_phẩm thực_tế đúng là như_vậy nhưng không quá yếu mà thoang_thoảng tự_nhiên
370,2,móc dán rất chắc nói luôn cho những_ai không biết thì nó có một lớp dán mọi người lột ra là xài
371,1,hàng giao thiếu ốc làm_sao ráp
372,2,sách xinh lắm ạ giao hàng nhanh nữa cốt_truyện thì khỏi bàn rồi hay lắm
373,0,vải rất xấu không như hình nói_chung nhìn thấy gớm
374,1,móc bé không dùng
375,1,không biết có phải truyện mới không vì khi mở sách ra thấy khá lỏng tay_không chắc_chắn như sách
376,0,có phiếu quà tặng nên mua được giá rẻ nhưng mẫu_mã không giống như cửa_hàng đăng màu xấu không như quảng_cáo
377,2,hàng việt_nam dùng hơn tháng thấy ổn âm_thanh tốt màn_hình kéo nhẹ wifi không bị sóng ảo hư hàng trung_quốc xem thời_gian sử_dụng và việc bảo_hành nên cập_nhật phần_mềm cho camera
378,0,cửa_hàng bán nói tặng mặt_nạ mà không tặng xuất xứ sản_phẩm từ indonesia lần sau không mua của cửa_hàng nữ a
379,1,cửa_hàng giao nhầm áo cho mình rồi mình mua hình
380,1,quần mỏng và bí mặc dễ gây ngứa vì toàn bằng sợi nilon nếu da nhạy_cảm thì hoàn_toàn không nên mua
381,0,giấy xấu bìa cũ cong nhỏ hơn ảnh
382,2,cửa_hàng giao nhanh lắm xin lỗi vì ảnh không liên_quan
383,2,tốt chưa ăn nhưng cảm_quan bao_bì tốt cứ quảng_cáo thật hàng thật có chất_lượng là ô_kê
384,1,nhìn tạm ổn tuy_nhiên bị trầy ở gốc
385,2,sách mới còn nguyên bao sách hay nên đọc cho trẻ_em
386,2,tiki giao rất nhanh luôn hàng rất tốt phải được gọi là một đơn hàng tuyệt_hảo sẽ ủng_hộ tiki lâu_dài
387,0,không hài_lòng chất_lượng kém
388,0,quần bị rách_rưới không quần bị rách
389,0,mình mua sữa trên tiki cũng nhiều lần rồi nhưng lần này không được hài_lòng vì để là tặng gối mền kì_lân nhưng khi nhận hàng chỉ có gối kì_lân không có mền mong sớm nhận được phản_hồi
390,2,sản_phẩm và quà tặng giống hình tất_cả trông rất ổn nhất_là bình lắc tặng
391,0,hàng dể vở mà cửa_hàng đóng_gói quá cẩu_thả
392,0,sao phần trên của nắp không có phần nắp ron nhỏ đậy lại ạ chỗ để bỏ ống hút vào ấy ạ vậy thì sẽ không giữ nhiệt được nhiều
393,0,nghe rất tệ ạ “ khuyên chân_thành “
394,0,phần dây hơi bẩn với gói chưa chắc_chắn nên bị cong gáy
395,1,không có nilon niêm_phong nút nút vặn không
396,1,đặt màu đỏ mà giao màu xám trắng
397,2,hàng đẹp giao hàng nhanh máy tốt nhưng bảo_hành không thấy bên tiki ghi thông_tin nào trên phiếu hết sao biết để bảo_hành máy đây tiki
398,2,lọ trước mình được tặng màu xanh biển đậm nhưng tiki giao hàng lọ này lại màu đen tuy_nhiên sản_phẩm ăn ngon
399,2,sản_phẩm này thì tốt rồi khỏi bàn_cãi mình đã sử_dụng mấy năm rồi hôm_nay thấy giảm_giá nên mua
400,2,sách đẹp nội dung hay cần_thiết cho người có nhu_cầu tìm_hiểu về dinh_dưỡng cho
401,1,tiki giao nhầm bản thường cho mình rồi mình có mail cho bên hỗ_trợ rồi mong là có_thể đổi
402,0,mình lấy về và đã thất_vọng không đẹp như mình
403,1,chất_liệu áo khá ổn nhưng không giống hình tay_áo ngắn áo cũng không rộng như hình nói_chung không ưng_ý lắm
404,0,không xài được bị hư camera tối thui khách_hàng thấy
405,0,do máy qua tệ bạn_hàng không dụng như quảng
406,0,lần đầu mua hàng ở tiki điều khiến mình không hài_lòng là giá đỡ điện_thoại mình không đặt nó nằm dọc thẳng_đứng được nhắn_tin hỏi cửa_hàng thì không trả_lời
407,0,thời_gian giao hàng nhanh nhân_viên giao hàng giao_tiếp kém và bất lịch_sự
408,1,bơm đã chạy thử bơm nhanh tuy_nhiên sản_phẩm nhận bị bẩn và xước như hình trông như đã dùng rồi điểm trừ rất
409,2,đây là máy ép mình mua đầu_tiên nhưng rất hài_lòng rất xứng_đáng với tiền máy ép vận_hành tốt còn độ bền thì để thời_gian trả_lời
410,2,hàng xài ô_kê mọi người
411,1,chưa thực sự hài lòng đối với nhân_viên giao hàng
412,1,bàn đóng_gói cẩn_thận nhưng mình vừa tháo gói hàng con nghịch ngồi lên bàn gãy luôn đầu nối chân và bàn
413,1,nghe cũng bình_thường đeo lâu sẽ mõi tai tiki giao hàng lâu đóng gói cẩn_thận
414,0,chất_lượng quá kém không dùng
415,1,màn_hình hay bị chớp nháy cần được hỗ_trợ liên_lạc
416,0,chán hẳn tiền nào của đấy
417,1,bình đẹp chắc_chắn nhưng màu đen đặc không nhìn thấy mực nước ở trong khi rót
418,0,mùng bị lủng mấy lỗ như bị vết thuốc_lá cháy
419,1,giá_cả phù_hợp với chất_lượng sản_phẩm
420,0,đơn_vị vận_chuyển khá khó_chịu giao hàng chậm không hài_lòng về vận_chuyển
421,2,sản_phẩm giống hình mô_tả
422,2,đóng_gói ô_kê truyện mới đẹp
423,2,rất đa_dụng và tiện_lợi và thích_hợp cho nhiều tính huống khác
424,1,cửa_hàng đóng_gói cẩn_thận gọi là tạm ổn trong tầm giá
425,1,đã nhận được hàng tuy_nhiên bị thiếu chân_đế tủ đề_nghị gửi bổ_sung
426,0,mình uống thuốc bị đau bao_tử mếu bạn nào bị đau bụng thì đừng
427,1,cho mình hỏi sách này bìa cứng hay mềm vậy cửa_hàng
428,2,rất ngon và đáng tiền vừa kêu đói một cái là hàng về
429,1,giao hàng đúng thời_hạn nhưng mở ra không cs bưu_thiếp hay cái gì để thay_thế dù mình đã mua với giá đắt
430,0,vận_chuyển đóng_gói không tốt sách bị nếp gấp và bị cong ở bìa
431,0,hàng_không khác gì mấy loại bỏng gạo bày_bán ngoài chợ
432,0,mình đặt hương sả nhưng lại giao loại
433,0,hàng xấu không đúng như mô_tả không hài_lòng
434,2,giá_cả hợp_lí chất_liệu tốt không bị trơn trượt không có mùi khó_chịu nói_chung là nên mua tập ở nhà trong những ngày dịch
435,0,độ dính không chắc như quảng_cáo sản_phẩm có mùi hắc rất khó_chịu
436,2,hài_lòng sách đẹp giao hàng
437,0,áo quá nhỏ như em bé vậy
438,2,sản phẩn cực dễ_thương luôn nè mà giá lại vừa túi_tiền nữa chứ nhỏ nhỏ siêu đáng yêu mình cực_kì thích
439,1,cân có_vẻ không chuẩn mẫu_mã okay
440,2,chính hãng anker rất hài_lòng về sản_phẩm mua qua tiki trading không lo dính hàng giả hoặc kém chất_lượng
441,1,tốt mát nhưng cánh không phải nhựa mà là thiếc thì phải cánh_quạt màu xám bạc sợ đứt
442,1,nó không được đẹp giống như trong hình
443,2,móc gắn tốt giá tốt nên mua nha mọi
444,2,sản_phẩm sử_dụng tốt trong giá tiền khi sử_dụng là da trắng sáng
445,2,cực_kỳ thích mùi của nước giặt này phù_hợp cho máy_giặt cửa ngang giặt sạch ít bọt
446,2,đóng_gói kỹ giao hàng nhanh nhân_viên thân_thiện sẽ tiếp_tục ủng_hộ
447,2,sách nhỏ gọn mẫu_mã đẹp rất đáng mua
448,1,tiêu đề sách và tựa mỗi bài viết hay nhưng nội dung dài dòng mênh_mông
449,1,giá đỡ khá nhỏ đế kê không có miếng đệm chồng trầy không thuận_tiện dùng cho ipad hoặc iphone plus tuy_nhiên có_lẽ đơn_giá hời nên khó đòi_hỏi chất_lượng cao
